05:17:13 VERBOSE loading logging configuration: config/logging.conf
05:17:13 INFO initializing OV Server with options:
	- log files directory     = /Users/dzakyzf/Library/Logs/openvisualizer
	- data files directory    = /Users/dzakyzf/Library/Application Support/openvisualizer
	- host address server     = localhost
	- port number server      = 9000
	- firmware path           = /Users/dzakyzf/lain/openwsnmac/openwsn-fw
05:18:08 ERROR Unknown error: #6
05:18:08 ERROR Unknown error: #6
05:18:09 ERROR Unknown error: #6
05:18:09 ERROR Unknown error: #6
05:18:09 ERROR Unknown error: #6
05:18:10 ERROR Unknown error: #6
05:18:10 ERROR Unknown error: #6
05:18:10 ERROR Unknown error: #6
05:18:11 ERROR Unknown error: #6
05:18:11 ERROR Unknown error: #6
05:18:11 ERROR Unknown error: #6
05:18:12 ERROR Unknown error: #6
05:18:12 ERROR Unknown error: #6
05:18:12 ERROR Unknown error: #6
05:18:12 ERROR Unknown error: #6
05:18:12 ERROR Unknown error: #6
05:18:13 ERROR Unknown error: #6
05:18:13 ERROR Unknown error: #6
05:18:13 ERROR Unknown error: #6
05:18:14 ERROR Unknown error: #6
05:18:14 ERROR Unknown error: #6
05:18:14 ERROR Unknown error: #6
05:18:15 ERROR Unknown error: #6
05:18:15 ERROR Unknown error: #6
05:18:15 ERROR Unknown error: #6
05:18:16 ERROR Unknown error: #6
05:18:16 ERROR Unknown error: #6
05:18:16 ERROR Unknown error: #6
05:18:16 ERROR Unknown error: #6
05:18:17 ERROR Unknown error: #6
05:18:17 ERROR Unknown error: #6
05:18:18 ERROR Unknown error: #6
05:18:18 ERROR Unknown error: #6
05:18:18 ERROR Unknown error: #6
05:18:18 ERROR Unknown error: #6
05:18:19 ERROR Unknown error: #6
05:18:19 ERROR Unknown error: #6
05:18:19 ERROR Unknown error: #6
05:18:20 ERROR Unknown error: #6
05:18:20 ERROR Unknown error: #6
05:18:20 ERROR Unknown error: #6
05:18:21 ERROR Unknown error: #6
05:18:21 ERROR Unknown error: #6
05:18:21 ERROR Unknown error: #6
05:18:22 ERROR Unknown error: #6
05:18:22 ERROR Unknown error: #6
05:18:22 ERROR Unknown error: #6
05:18:23 ERROR Unknown error: #6
05:18:23 ERROR Unknown error: #6
05:18:23 ERROR Unknown error: #6
05:18:24 ERROR Unknown error: #6
05:18:24 ERROR Unknown error: #6
05:18:24 ERROR Unknown error: #6
05:18:25 ERROR Unknown error: #6
05:18:25 ERROR Unknown error: #6
05:18:25 ERROR Unknown error: #6
05:18:26 ERROR Unknown error: #6
05:18:26 ERROR Unknown error: #6
05:18:26 ERROR Unknown error: #6
05:18:27 ERROR Unknown error: #6
05:18:27 ERROR Unknown error: #6
05:18:27 ERROR Unknown error: #6
05:18:28 ERROR Unknown error: #6
05:18:28 ERROR Unknown error: #6
05:18:28 ERROR Unknown error: #6
05:18:29 ERROR Unknown error: #6
05:18:29 ERROR Unknown error: #6
05:18:29 ERROR Unknown error: #6
05:18:30 ERROR Unknown error: #6
05:18:30 ERROR Unknown error: #6
05:18:30 ERROR Unknown error: #6
05:18:31 ERROR Unknown error: #6
05:18:31 ERROR Unknown error: #6
05:18:31 ERROR Unknown error: #6
05:18:32 ERROR Unknown error: #6
05:18:32 ERROR Unknown error: #6
05:18:32 ERROR Unknown error: #6
05:18:33 ERROR Unknown error: #6
05:18:33 ERROR Unknown error: #6
05:18:33 ERROR Unknown error: #6
05:18:34 ERROR Unknown error: #6
05:18:34 ERROR Unknown error: #6
05:18:34 ERROR Unknown error: #6
05:18:35 ERROR Unknown error: #6
05:18:35 ERROR Unknown error: #6
05:18:35 ERROR Unknown error: #6
05:18:36 ERROR Unknown error: #6
05:18:36 ERROR Unknown error: #6
05:18:36 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:37 ERROR Unknown error: #6
05:18:38 ERROR Unknown error: #6
05:18:38 ERROR Unknown error: #6
05:18:38 ERROR Unknown error: #6
05:18:39 ERROR Unknown error: #6
05:18:39 ERROR Unknown error: #6
05:18:40 ERROR Unknown error: #6
05:18:40 ERROR Unknown error: #6
05:18:40 ERROR Unknown error: #6
05:18:41 ERROR Unknown error: #6
05:18:41 ERROR Unknown error: #6
05:18:41 ERROR Unknown error: #6
05:18:42 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:43 ERROR Unknown error: #6
05:18:44 ERROR Unknown error: #6
05:18:44 ERROR Unknown error: #6
05:18:44 ERROR Unknown error: #6
05:18:45 ERROR Unknown error: #6
05:18:45 ERROR Unknown error: #6
05:18:45 ERROR Unknown error: #6
05:18:46 ERROR Unknown error: #6
05:18:46 ERROR Unknown error: #6
05:18:46 ERROR Unknown error: #6
05:18:47 ERROR Unknown error: #6
05:18:47 ERROR Unknown error: #6
05:18:47 ERROR Unknown error: #6
05:18:48 ERROR Unknown error: #6
05:18:48 ERROR Unknown error: #6
05:18:48 ERROR Unknown error: #6
05:18:49 ERROR Unknown error: #6
05:18:49 ERROR Unknown error: #6
05:18:49 ERROR Unknown error: #6
05:18:50 ERROR Unknown error: #6
05:18:50 ERROR Unknown error: #6
05:18:50 ERROR Unknown error: #6
05:18:51 ERROR Unknown error: #6
05:18:51 ERROR Unknown error: #6
05:18:51 ERROR Unknown error: #6
05:18:52 ERROR Unknown error: #6
05:18:52 ERROR Unknown error: #6
05:18:52 ERROR Unknown error: #6
05:18:53 ERROR Unknown error: #6
05:18:53 ERROR Unknown error: #6
05:18:53 ERROR Unknown error: #6
05:18:54 ERROR Unknown error: #6
05:18:54 ERROR Unknown error: #6
05:18:54 ERROR Unknown error: #6
05:18:55 ERROR Unknown error: #6
05:18:55 ERROR Unknown error: #6
05:18:55 ERROR Unknown error: #6
05:18:56 ERROR Unknown error: #6
05:18:56 ERROR Unknown error: #6
05:18:56 ERROR Unknown error: #6
05:18:57 ERROR Unknown error: #6
05:18:57 ERROR Unknown error: #6
05:18:57 ERROR Unknown error: #6
05:18:58 ERROR Unknown error: #6
05:18:58 ERROR Unknown error: #6
05:18:58 ERROR Unknown error: #6
05:18:58 ERROR Unknown error: #6
05:18:58 ERROR Unknown error: #6
05:18:59 ERROR Unknown error: #6
05:19:00 ERROR Unknown error: #6
05:19:00 ERROR Unknown error: #6
05:19:00 ERROR Unknown error: #6
05:19:00 ERROR Unknown error: #6
05:19:00 ERROR Unknown error: #6
05:19:01 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:02 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:04 ERROR Unknown error: #6
05:19:05 ERROR Unknown error: #6
05:19:05 ERROR Unknown error: #6
05:19:05 ERROR Unknown error: #6
05:19:06 ERROR Unknown error: #6
05:19:06 ERROR Unknown error: #6
05:19:06 ERROR Unknown error: #6
05:19:07 ERROR Unknown error: #6
05:19:07 ERROR Unknown error: #6
05:19:07 ERROR Unknown error: #6
05:19:08 ERROR Unknown error: #6
05:19:08 ERROR Unknown error: #6
05:19:08 ERROR Unknown error: #6
05:19:09 ERROR Unknown error: #6
05:19:09 ERROR Unknown error: #6
05:19:09 ERROR Unknown error: #6
05:19:10 ERROR Unknown error: #6
05:19:10 ERROR Unknown error: #6
05:19:10 ERROR Unknown error: #6
05:19:11 ERROR Unknown error: #6
05:19:11 ERROR Unknown error: #6
05:19:11 ERROR Unknown error: #6
05:19:12 ERROR Unknown error: #6
05:19:12 ERROR Unknown error: #6
05:19:12 ERROR Unknown error: #6
05:19:13 ERROR Unknown error: #6
05:19:13 ERROR Unknown error: #6
05:19:13 ERROR Unknown error: #6
05:19:14 ERROR Unknown error: #6
05:19:14 ERROR Unknown error: #6
05:19:14 ERROR Unknown error: #6
05:19:15 ERROR Unknown error: #6
05:19:15 ERROR Unknown error: #6
05:19:15 ERROR Unknown error: #6
05:19:16 ERROR Unknown error: #6
05:19:16 ERROR Unknown error: #6
05:19:16 ERROR Unknown error: #6
05:19:17 ERROR Unknown error: #6
05:19:17 ERROR Unknown error: #6
05:19:17 ERROR Unknown error: #6
05:19:18 ERROR Unknown error: #6
05:19:18 ERROR Unknown error: #6
05:19:18 ERROR Unknown error: #6
05:19:19 ERROR Unknown error: #6
05:19:19 ERROR Unknown error: #6
05:19:19 ERROR Unknown error: #6
05:19:20 ERROR Unknown error: #6
05:19:20 ERROR Unknown error: #6
05:19:20 ERROR Unknown error: #6
05:19:21 ERROR Unknown error: #6
05:19:21 ERROR Unknown error: #6
05:19:21 ERROR Unknown error: #6
05:19:22 ERROR Unknown error: #6
05:19:22 ERROR Unknown error: #6
05:19:22 ERROR Unknown error: #6
05:19:22 ERROR Unknown error: #6
05:19:22 ERROR Unknown error: #6
05:19:23 ERROR Unknown error: #6
05:19:24 ERROR Unknown error: #6
05:19:24 ERROR Unknown error: #6
05:19:24 ERROR Unknown error: #6
05:19:25 ERROR Unknown error: #6
05:19:25 ERROR Unknown error: #6
05:19:25 ERROR Unknown error: #6
05:19:25 ERROR Unknown error: #6
05:19:25 ERROR Unknown error: #6
05:19:26 ERROR Unknown error: #6
05:19:26 ERROR Unknown error: #6
05:19:26 ERROR Unknown error: #6
05:19:27 ERROR Unknown error: #6
05:19:27 ERROR Unknown error: #6
05:19:27 ERROR Unknown error: #6
05:19:27 ERROR Unknown error: #6
05:19:28 ERROR Unknown error: #6
05:19:28 ERROR Unknown error: #6
05:19:28 ERROR Unknown error: #6
05:19:29 ERROR Unknown error: #6
05:19:29 ERROR Unknown error: #6
05:19:29 ERROR Unknown error: #6
05:19:29 SUCCESS Setting mote 4061 as root
05:19:30 INFO registering DAGroot 05-43-32-ff-02-dd-40-61
05:19:30 ERROR Unknown error: #6
05:19:30 ERROR Unknown error: #6
05:19:30 ERROR Unknown error: #6
05:19:31 ERROR Unknown error: #6
05:19:31 ERROR Unknown error: #6
05:19:31 ERROR Unknown error: #6
05:19:31 ERROR Unknown error: #6
05:19:32 ERROR Unknown error: #6
05:19:32 ERROR Unknown error: #6
05:19:32 ERROR Unknown error: #6
05:19:33 ERROR Unknown error: #6
05:19:33 ERROR Unknown error: #6
05:19:33 ERROR Unknown error: #6
05:19:34 ERROR Unknown error: #6
05:19:34 ERROR Unknown error: #6
05:19:34 ERROR Unknown error: #6
05:19:35 ERROR Unknown error: #6
05:19:35 ERROR Unknown error: #6
05:19:35 ERROR Unknown error: #6
05:19:36 ERROR Unknown error: #6
05:19:36 ERROR Unknown error: #6
05:19:36 ERROR Unknown error: #6
05:19:37 ERROR Unknown error: #6
05:19:37 ERROR Unknown error: #6
05:19:37 ERROR Unknown error: #6
05:19:38 ERROR Unknown error: #6
05:19:38 ERROR Unknown error: #6
05:19:38 ERROR Unknown error: #6
05:19:39 ERROR Unknown error: #6
05:19:39 ERROR Unknown error: #6
05:19:39 ERROR Unknown error: #6
05:19:40 ERROR Unknown error: #6
05:19:40 ERROR Unknown error: #6
05:19:40 ERROR Unknown error: #6
05:19:41 ERROR Unknown error: #6
05:19:41 ERROR Unknown error: #6
05:19:41 ERROR Unknown error: #6
05:19:42 ERROR Unknown error: #6
05:19:42 ERROR Unknown error: #6
05:19:42 ERROR Unknown error: #6
05:19:43 ERROR Unknown error: #6
05:19:43 ERROR Unknown error: #6
05:19:43 ERROR Unknown error: #6
05:19:44 ERROR Unknown error: #6
05:19:44 ERROR Unknown error: #6
05:19:44 ERROR Unknown error: #6
05:19:45 ERROR Unknown error: #6
05:19:45 ERROR Unknown error: #6
05:19:45 ERROR Unknown error: #6
05:19:45 ERROR Unknown error: #6
05:19:45 ERROR Unknown error: #6
05:19:46 ERROR Unknown error: #6
05:19:46 ERROR Unknown error: #6
05:19:47 ERROR Unknown error: #6
05:19:47 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:48 ERROR Unknown error: #6
05:19:49 ERROR Unknown error: #6
05:19:49 ERROR Unknown error: #6
05:19:50 ERROR Unknown error: #6
05:19:50 ERROR Unknown error: #6
05:19:50 ERROR Unknown error: #6
05:19:51 ERROR Unknown error: #6
05:19:51 ERROR Unknown error: #6
05:19:51 ERROR Unknown error: #6
05:19:52 ERROR Unknown error: #6
05:19:52 ERROR Unknown error: #6
05:19:52 ERROR Unknown error: #6
05:19:52 ERROR Unknown error: #6
05:19:53 ERROR Unknown error: #6
05:19:53 ERROR Unknown error: #6
05:19:53 ERROR Unknown error: #6
05:19:54 ERROR Unknown error: #6
05:19:54 ERROR Unknown error: #6
05:19:54 ERROR Unknown error: #6
05:19:55 ERROR Unknown error: #6
05:19:55 ERROR Unknown error: #6
05:19:55 ERROR Unknown error: #6
05:19:56 ERROR Unknown error: #6
05:19:56 ERROR Unknown error: #6
05:19:56 ERROR Unknown error: #6
05:19:57 ERROR Unknown error: #6
05:19:57 ERROR Unknown error: #6
05:19:58 ERROR Unknown error: #6
05:19:58 ERROR Unknown error: #6
05:19:58 ERROR Unknown error: #6
05:19:58 ERROR Unknown error: #6
05:19:59 ERROR Unknown error: #6
05:19:59 ERROR Unknown error: #6
05:19:59 ERROR Unknown error: #6
05:20:00 ERROR Unknown error: #6
05:20:00 ERROR Unknown error: #6
05:20:00 ERROR Unknown error: #6
05:20:01 ERROR Unknown error: #6
05:20:01 ERROR Unknown error: #6
05:20:01 ERROR Unknown error: #6
05:20:02 ERROR Unknown error: #6
05:20:02 ERROR Unknown error: #6
05:20:02 ERROR Unknown error: #6
05:20:03 ERROR Unknown error: #6
05:20:03 ERROR Unknown error: #6
05:20:03 ERROR Unknown error: #6
05:20:04 ERROR Unknown error: #6
05:20:04 ERROR Unknown error: #6
05:20:04 ERROR Unknown error: #6
05:20:05 ERROR Unknown error: #6
05:20:05 ERROR Unknown error: #6
05:20:05 ERROR Unknown error: #6
05:20:06 ERROR Unknown error: #6
05:20:06 ERROR Unknown error: #6
05:20:06 ERROR Unknown error: #6
05:20:07 ERROR Unknown error: #6
05:20:07 ERROR Unknown error: #6
05:20:07 ERROR Unknown error: #6
05:20:08 ERROR Unknown error: #6
05:20:08 ERROR Unknown error: #6
05:20:08 ERROR Unknown error: #6
05:20:09 ERROR Unknown error: #6
05:20:09 ERROR Unknown error: #6
05:20:09 ERROR Unknown error: #6
05:20:10 ERROR Unknown error: #6
05:20:10 ERROR Unknown error: #6
05:20:10 ERROR Unknown error: #6
05:20:11 ERROR Unknown error: #6
05:20:11 ERROR Unknown error: #6
05:20:11 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:12 ERROR Unknown error: #6
05:20:13 ERROR Unknown error: #6
05:20:13 ERROR Unknown error: #6
05:20:14 ERROR Unknown error: #6
05:20:14 ERROR Unknown error: #6
05:20:14 ERROR Unknown error: #6
05:20:15 ERROR Unknown error: #6
05:20:15 ERROR Unknown error: #6
05:20:16 ERROR Unknown error: #6
05:20:16 ERROR Unknown error: #6
05:20:16 ERROR Unknown error: #6
05:20:16 ERROR Unknown error: #6
05:20:16 ERROR Unknown error: #6
05:20:17 ERROR Unknown error: #6
05:20:17 ERROR Unknown error: #6
05:20:17 ERROR Unknown error: #6
05:20:18 ERROR Unknown error: #6
05:20:18 ERROR Unknown error: #6
05:20:18 ERROR Unknown error: #6
05:20:19 ERROR Unknown error: #6
05:20:19 ERROR Unknown error: #6
05:20:19 ERROR Unknown error: #6
05:20:20 ERROR Unknown error: #6
05:20:20 ERROR Unknown error: #6
05:20:20 ERROR Unknown error: #6
05:20:21 ERROR Unknown error: #6
05:20:21 ERROR Unknown error: #6
05:20:21 ERROR Unknown error: #6
05:20:22 ERROR Unknown error: #6
05:20:22 ERROR Unknown error: #6
05:20:22 ERROR Unknown error: #6
05:20:23 ERROR Unknown error: #6
05:20:23 ERROR Unknown error: #6
05:20:23 ERROR Unknown error: #6
05:20:24 ERROR Unknown error: #6
05:20:24 ERROR Unknown error: #6
05:20:24 ERROR Unknown error: #6
05:20:25 ERROR Unknown error: #6
05:20:25 ERROR Unknown error: #6
05:20:25 ERROR Unknown error: #6
05:20:26 ERROR Unknown error: #6
05:20:26 ERROR Unknown error: #6
05:20:26 ERROR Unknown error: #6
05:20:27 ERROR Unknown error: #6
05:20:27 ERROR Unknown error: #6
05:20:27 ERROR Unknown error: #6
05:20:28 ERROR Unknown error: #6
05:20:28 ERROR Unknown error: #6
05:20:28 ERROR Unknown error: #6
05:20:29 ERROR Unknown error: #6
05:20:29 ERROR Unknown error: #6
05:20:29 ERROR Unknown error: #6
05:20:30 ERROR Unknown error: #6
05:20:30 ERROR Unknown error: #6
05:20:30 ERROR Unknown error: #6
05:20:31 ERROR Unknown error: #6
05:20:31 ERROR Unknown error: #6
05:20:31 ERROR Unknown error: #6
05:20:32 ERROR Unknown error: #6
05:20:32 ERROR Unknown error: #6
05:20:32 ERROR Unknown error: #6
05:20:33 ERROR Unknown error: #6
05:20:33 ERROR Unknown error: #6
05:20:33 ERROR Unknown error: #6
05:20:34 ERROR Unknown error: #6
05:20:34 ERROR Unknown error: #6
05:20:34 ERROR Unknown error: #6
05:20:35 ERROR Unknown error: #6
05:20:35 ERROR Unknown error: #6
05:20:35 ERROR Unknown error: #6
05:20:35 ERROR Unknown error: #6
05:20:36 ERROR Unknown error: #6
05:20:36 ERROR Unknown error: #6
05:20:36 ERROR Unknown error: #6
05:20:36 ERROR Unknown error: #6
05:20:36 ERROR Unknown error: #6
05:20:37 ERROR Unknown error: #6
05:20:37 ERROR Unknown error: #6
05:20:38 ERROR Unknown error: #6
05:20:38 ERROR Unknown error: #6
05:20:38 ERROR Unknown error: #6
05:20:38 ERROR Unknown error: #6
05:20:39 ERROR Unknown error: #6
05:20:39 ERROR Unknown error: #6
05:20:39 ERROR Unknown error: #6
05:20:40 ERROR Unknown error: #6
05:20:40 ERROR Unknown error: #6
05:20:40 ERROR Unknown error: #6
05:20:41 ERROR Unknown error: #6
05:20:41 ERROR Unknown error: #6
05:20:41 ERROR Unknown error: #6
05:20:42 ERROR Unknown error: #6
05:20:42 ERROR Unknown error: #6
05:20:42 ERROR Unknown error: #6
05:20:43 ERROR Unknown error: #6
05:20:43 ERROR Unknown error: #6
05:20:43 ERROR Unknown error: #6
05:20:44 ERROR Unknown error: #6
05:20:44 ERROR Unknown error: #6
05:20:44 ERROR Unknown error: #6
05:20:45 ERROR Unknown error: #6
05:20:45 ERROR Unknown error: #6
05:20:45 ERROR Unknown error: #6
05:20:46 ERROR Unknown error: #6
05:20:46 ERROR Unknown error: #6
05:20:46 ERROR Unknown error: #6
05:20:47 ERROR Unknown error: #6
05:20:47 ERROR Unknown error: #6
05:20:47 ERROR Unknown error: #6
05:20:48 ERROR Unknown error: #6
05:20:48 ERROR Unknown error: #6
05:20:48 ERROR Unknown error: #6
05:20:49 ERROR Unknown error: #6
05:20:49 ERROR Unknown error: #6
05:20:49 ERROR Unknown error: #6
05:20:50 ERROR Unknown error: #6
05:20:50 ERROR Unknown error: #6
05:20:50 ERROR Unknown error: #6
05:20:51 ERROR Unknown error: #6
05:20:51 ERROR Unknown error: #6
05:20:51 ERROR Unknown error: #6
05:20:52 ERROR Unknown error: #6
05:20:52 ERROR Unknown error: #6
05:20:52 ERROR Unknown error: #6
05:20:53 ERROR Unknown error: #6
05:20:53 ERROR Unknown error: #6
05:20:53 ERROR Unknown error: #6
05:20:54 ERROR Unknown error: #6
05:20:54 ERROR Unknown error: #6
05:20:54 ERROR Unknown error: #6
05:20:55 ERROR Unknown error: #6
05:20:55 ERROR Unknown error: #6
05:20:55 ERROR Unknown error: #6
05:20:56 ERROR Unknown error: #6
05:20:56 ERROR Unknown error: #6
05:20:56 ERROR Unknown error: #6
05:20:56 ERROR Unknown error: #6
05:20:57 ERROR Unknown error: #6
05:20:57 ERROR Unknown error: #6
05:20:57 ERROR Unknown error: #6
05:20:58 ERROR Unknown error: #6
05:20:58 ERROR Unknown error: #6
05:20:58 ERROR Unknown error: #6
05:20:59 ERROR Unknown error: #6
05:20:59 ERROR Unknown error: #6
05:20:59 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:00 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:02 ERROR Unknown error: #6
05:21:03 ERROR Unknown error: #6
05:21:03 ERROR Unknown error: #6
05:21:03 ERROR Unknown error: #6
05:21:04 ERROR Unknown error: #6
05:21:04 ERROR Unknown error: #6
05:21:05 ERROR Unknown error: #6
